baseline,config,comparison,session_id,query_id,gold_page_id,gold_source_turn_id,before_rank,after_rank,rank_improvement,before_score,after_score,score_difference
C3,M0,BGE-M3 Dense vs C3,S005,S005-Q013,73dd18d4-5dac-5f27-ac96-83de10de4633,S005-Q001,9,8,1,0.4276643693447113,0.5138816833496094,0.08621731400489807
C3,M0,BGE-M3 Dense vs C3,S005,S005-Q013,6e436632-8d73-58b8-a746-7cbc36ffe10f,S005-Q006,1,1,0,0.4773827791213989,0.568739652633667,0.09135687351226807
C3,M0,BGE-M3 Dense vs C3,S005,S005-Q014,c64751d6-21c8-5c09-87da-48f940293661,S005-Q008,4,3,1,0.42706114053726196,0.48215410113334656,0.055092960596084595
C3,M0,BGE-M3 Dense vs C3,S005,S005-Q021,5095d8f5-e975-5011-976e-e587c31560f2,S005-Q015,4,5,-1,0.5493555665016174,0.6222730875015259,0.07291752099990845
C3,M0,BGE-M3 Dense vs C3,S005,S005-Q022,bcb24496-086a-528b-a09e-86bae79fa560,S005-Q012,11,6,5,0.5612436532974243,0.6439929604530334,0.08274930715560913
C3,M0,BGE-M3 Dense vs C3,S005,S005-Q022,c16509f9-dd00-5e11-9acf-ecc8f08ad424,S005-Q018,14,16,-2,0.5384949445724487,0.6230855584144592,0.0845906138420105
C3,M0,BGE-M3 Dense vs C3,S005,S005-Q026,87d6b0ff-8b24-5176-ba24-dbc110c6e1d5,S005-Q014,5,12,-7,0.6158711314201355,0.6088548302650452,-0.007016301155090332
C3,M0,BGE-M3 Dense vs C3,S005,S005-Q026,daf8b285-37ac-5e07-a640-74fc9322fe21,S005-Q019,10,4,6,0.5733019709587097,0.6313573122024536,0.058055341243743896
C3,M0,BGE-M3 Dense vs C3,S005,S005-Q028,102b7fa7-9564-5e73-98e7-41fde776fa99,S005-Q022,13,6,7,0.5440734028816223,0.6515340209007263,0.107460618019104
C3,M0,BGE-M3 Dense vs C3,S005,S005-Q033,407824ab-fd2c-5a7b-ac60-4e9d2ed5311e,S005-Q023,1,1,0,0.6653862595558167,0.6659169793128967,0.0005307197570800781
C3,M0,BGE-M3 Dense vs C3,S005,S005-Q033,52954b6d-4823-5e0a-955d-8a3b24df0a30,S005-Q029,2,7,-5,0.6522879004478455,0.6524832844734192,0.00019538402557373047
C3,M0,BGE-M3 Dense vs C3,S005,S005-Q035,52954b6d-4823-5e0a-955d-8a3b24df0a30,S005-Q029,5,12,-7,0.6095507144927979,0.6684933304786682,0.05894261598587036
C3,M0,BGE-M3 Dense vs C3,S005,S005-Q039,e0f6fcfc-3a3a-5dbe-8aa0-d690b2179326,S005-Q027,21,20,1,0.46689894795417786,0.5528868436813354,0.08598789572715759
C3,M0,BGE-M3 Dense vs C3,S005,S005-Q039,a9136ff5-7fca-58fe-8907-08b361042647,S005-Q032,9,12,-3,0.5086044073104858,0.5709073543548584,0.06230294704437256
C3,M0,BGE-M3 Dense vs C3,S005,S005-Q042,19b9c9f1-754d-5322-831d-a2b5bbc632f9,S005-Q036,18,4,14,0.5557105541229248,0.6197611093521118,0.06405055522918701
C3,M0,BGE-M3 Dense vs C3,S005,S005-Q044,53a0c2bd-e2e0-5a10-8976-c6a159c1cd78,S005-Q034,16,30,-14,0.5743467211723328,0.5765619277954102,0.0022152066230773926
C3,M0,BGE-M3 Dense vs C3,S005,S005-Q044,009ec1d2-83f6-5755-bd7a-e5a92eda1890,S005-Q040,1,13,-12,0.650495707988739,0.6014175415039062,-0.049078166484832764
C3,M0,BGE-M3 Dense vs C3,S005,S005-Q049,d0b649b9-d683-5ad9-a5a6-64c75b0bc996,S005-Q043,1,3,-2,0.6233232617378235,0.6441569924354553,0.020833730697631836
C3,M0,BGE-M3 Dense vs C3,S005,S005-Q052,009ec1d2-83f6-5755-bd7a-e5a92eda1890,S005-Q040,1,7,-6,0.6313807368278503,0.6390215158462524,0.0076407790184021
C3,M0,BGE-M3 Dense vs C3,S005,S005-Q052,c50cce28-4618-514d-bc83-20a57b6f5562,S005-Q045,26,17,9,0.5303848385810852,0.615831732749939,0.08544689416885376
C3,M0,BGE-M3 Dense vs C3,S005,S005-Q055,c50cce28-4618-514d-bc83-20a57b6f5562,S005-Q045,24,34,-10,0.5050852298736572,0.4820449650287628,-0.02304026484489441
C3,M0,BGE-M3 Dense vs C3,S005,S005-Q055,cc845b3c-bd6e-511e-8bf1-44f5e08cf54a,S005-Q051,7,2,5,0.5447832942008972,0.5698662996292114,0.02508300542831421
C3,M0,BGE-M3 Dense vs C3,S005,S005-Q056,749bba84-be69-55e2-98a1-a9617e473fb0,S005-Q050,17,24,-7,0.5247721672058105,0.5960949659347534,0.07132279872894287
C3,M3_ORIGINAL,BGE-M3 Original MaxSim vs C3,S001,S001-Q007,2631e802-75be-5089-9418-baece6a717cf,S001-Q001,3,3,0,0.428148090839386,0.5695918202400208,0.14144372940063477
C3,M3_ORIGINAL,BGE-M3 Original MaxSim vs C3,S001,S001-Q011,2631e802-75be-5089-9418-baece6a717cf,S001-Q001,4,6,-2,0.466714084148407,0.5484578609466553,0.08174377679824829
C3,M3_ORIGINAL,BGE-M3 Original MaxSim vs C3,S001,S001-Q011,dc12b285-c21d-5cfe-84a2-d016fce5ffe6,S001-Q007,1,5,-4,0.5079617500305176,0.5533636212348938,0.04540187120437622
C3,M3_ORIGINAL,BGE-M3 Original MaxSim vs C3,S001,S001-Q013,2631e802-75be-5089-9418-baece6a717cf,S001-Q001,6,9,-3,0.5258427858352661,0.6035705804824829,0.0777277946472168
C3,M3_ORIGINAL,BGE-M3 Original MaxSim vs C3,S001,S001-Q013,9b4b60a1-f0f9-5368-b4ce-b441752321bb,S001-Q006,5,7,-2,0.5786083340644836,0.6190046668052673,0.04039633274078369
C3,M3_ORIGINAL,BGE-M3 Original MaxSim vs C3,S001,S001-Q014,f99dbe58-f286-568d-b1fe-f1ebe59c0e0a,S001-Q008,3,1,2,0.6154555082321167,0.640762209892273,0.02530670166015625
C3,M3_ORIGINAL,BGE-M3 Original MaxSim vs C3,S001,S001-Q021,f1228bac-12d1-520f-9787-52a8cdcd49db,S001-Q015,7,13,-6,0.6190251111984253,0.63550865650177,0.016483545303344727
C3,M3_ORIGINAL,BGE-M3 Original MaxSim vs C3,S001,S001-Q022,34fa3574-894f-575c-b9b0-0a183473746e,S001-Q012,13,9,4,0.5578075647354126,0.6412522196769714,0.08344465494155884
C3,M3_ORIGINAL,BGE-M3 Original MaxSim vs C3,S001,S001-Q022,55e7e466-3b1c-5014-85fc-2a14618ce254,S001-Q018,11,17,-6,0.5649251937866211,0.6139731407165527,0.04904794692993164
C3,M3_ORIGINAL,BGE-M3 Original MaxSim vs C3,S001,S001-Q026,289ba3d6-8b24-5c77-8df9-7af211ee1007,S001-Q014,3,5,-2,0.6154380440711975,0.6262995004653931,0.010861456394195557
C3,M3_ORIGINAL,BGE-M3 Original MaxSim vs C3,S001,S001-Q026,88e975b7-0f5a-5f5c-98ce-e461dcab93b8,S001-Q019,12,6,6,0.544538140296936,0.616276741027832,0.071738600730896
C3,M3_ORIGINAL,BGE-M3 Original MaxSim vs C3,S001,S001-Q028,44777fdf-abd5-5570-b0aa-8e3f1cb44000,S001-Q022,3,12,-9,0.4967461824417114,0.5349723100662231,0.03822612762451172
C3,M3_ORIGINAL,BGE-M3 Original MaxSim vs C3,S001,S001-Q033,d5c03971-3795-5256-a75f-b3921d61a92d,S001-Q023,2,4,-2,0.5816625952720642,0.5533723831176758,-0.028290212154388428
C3,M3_ORIGINAL,BGE-M3 Original MaxSim vs C3,S001,S001-Q033,b4497adc-7393-57c0-8917-ce3372fbd151,S001-Q029,24,11,13,0.4725983738899231,0.5402598977088928,0.06766152381896973
C3,M3_ORIGINAL,BGE-M3 Original MaxSim vs C3,S001,S001-Q035,b4497adc-7393-57c0-8917-ce3372fbd151,S001-Q029,23,18,5,0.39940428733825684,0.5435713529586792,0.14416706562042236
C3,M3_ORIGINAL,BGE-M3 Original MaxSim vs C3,S001,S001-Q039,31eb0f30-7b80-5d07-8ba6-bc6a6a24cb62,S001-Q027,1,7,-6,0.520713210105896,0.5054376721382141,-0.015275537967681885
C3,M3_ORIGINAL,BGE-M3 Original MaxSim vs C3,S001,S001-Q039,c107828c-a741-55f6-8e0c-446cfbdba215,S001-Q032,13,9,4,0.4627559781074524,0.5003893375396729,0.03763335943222046
C3,M3_ORIGINAL,BGE-M3 Original MaxSim vs C3,S001,S001-Q042,0ec56d0d-4e11-511a-9b98-5f6bddfc2dcc,S001-Q036,7,7,0,0.516326904296875,0.5251415371894836,0.008814632892608643
C3,M3_ORIGINAL,BGE-M3 Original MaxSim vs C3,S001,S001-Q044,32b5d492-2df9-5ed9-ac46-caca5c87097c,S001-Q034,4,5,-1,0.41738826036453247,0.47145748138427734,0.05406922101974487
C3,M3_ORIGINAL,BGE-M3 Original MaxSim vs C3,S001,S001-Q044,4054aab2-0aa7-5019-b341-077265511add,S001-Q040,6,13,-7,0.41101235151290894,0.4478031098842621,0.03679075837135315
C3,M3_ORIGINAL,BGE-M3 Original MaxSim vs C3,S001,S001-Q049,de592e81-e050-536b-8909-32866c85f6c2,S001-Q043,11,14,-3,0.6024776697158813,0.601812481880188,-0.0006651878356933594
C3,M3_ORIGINAL,BGE-M3 Original MaxSim vs C3,S002,S002-Q007,f70d87dd-c4b9-59de-a761-869308b1818b,S002-Q001,3,3,0,0.37535619735717773,0.526727020740509,0.1513708233833313
C3,M3_ORIGINAL,BGE-M3 Original MaxSim vs C3,S002,S002-Q011,f70d87dd-c4b9-59de-a761-869308b1818b,S002-Q001,7,6,1,0.35073208808898926,0.4335967004299164,0.08286461234092712
C3,M3_ORIGINAL,BGE-M3 Original MaxSim vs C3,S002,S002-Q011,03c3981b-3b09-56ca-a545-043c8ff0d240,S002-Q007,5,4,1,0.3698793947696686,0.4605723023414612,0.0906929075717926
C3,M3_ORIGINAL,BGE-M3 Original MaxSim vs C3,S002,S002-Q013,f70d87dd-c4b9-59de-a761-869308b1818b,S002-Q001,9,8,1,0.3458166718482971,0.4296184480190277,0.08380177617073059
C3,M3_ORIGINAL,BGE-M3 Original MaxSim vs C3,S002,S002-Q013,a6c0000c-f234-59a1-b6e5-1283680d9b77,S002-Q006,5,4,1,0.3781711459159851,0.4716430902481079,0.0934719443321228
C3,M3_ORIGINAL,BGE-M3 Original MaxSim vs C3,S002,S002-Q014,37d568b0-90c6-5481-b7d9-e0101fd95e52,S002-Q008,6,3,3,0.47782114148139954,0.5477399230003357,0.06991878151893616
C3,M3_ORIGINAL,BGE-M3 Original MaxSim vs C3,S002,S002-Q021,691ce2a8-c4c3-51f3-8cb7-32f42cdee99e,S002-Q015,15,6,9,0.6479976177215576,0.6122481822967529,-0.03574943542480469
C3,M3_ORIGINAL,BGE-M3 Original MaxSim vs C3,S002,S002-Q022,4d8b4bb3-4a1f-538c-af07-cc0ce19ea796,S002-Q012,11,5,6,0.7154013514518738,0.6928691267967224,-0.022532224655151367
C3,M3_ORIGINAL,BGE-M3 Original MaxSim vs C3,S002,S002-Q022,b304ab57-b911-5070-88ba-fca4f39a37e8,S002-Q018,7,16,-9,0.7325950860977173,0.6573517322540283,-0.07524335384368896
C3,M3_ORIGINAL,BGE-M3 Original MaxSim vs C3,S002,S002-Q026,00ce1b35-d357-53e0-a42e-a8f97d4a07f0,S002-Q014,8,4,4,0.6824973225593567,0.613763689994812,-0.06873363256454468
C3,M3_ORIGINAL,BGE-M3 Original MaxSim vs C3,S002,S002-Q026,e64218f2-62ce-555a-ba53-f3fd1214e0f7,S002-Q019,10,10,0,0.6791412234306335,0.5979128479957581,-0.08122837543487549
C3,M3_ORIGINAL,BGE-M3 Original MaxSim vs C3,S002,S002-Q028,42756865-0f8f-5dcc-a050-6ecec5b828ce,S002-Q022,2,4,-2,0.7513960599899292,0.708991289138794,-0.042404770851135254
C3,M3_ORIGINAL,BGE-M3 Original MaxSim vs C3,S002,S002-Q033,79860bb6-6010-5ca0-ac81-f4327e2bff44,S002-Q023,2,1,1,0.7454124689102173,0.685886561870575,-0.059525907039642334
C3,M3_ORIGINAL,BGE-M3 Original MaxSim vs C3,S002,S002-Q033,893b3ae9-1f94-5436-8c6d-54e200693867,S002-Q029,11,25,-14,0.7210525870323181,0.6237990856170654,-0.09725350141525269
C3,M3_ORIGINAL,BGE-M3 Original MaxSim vs C3,S002,S002-Q035,893b3ae9-1f94-5436-8c6d-54e200693867,S002-Q029,11,30,-19,0.7214906811714172,0.6328666806221008,-0.0886240005493164
C3,M3_ORIGINAL,BGE-M3 Original MaxSim vs C3,S002,S002-Q039,0dd982c7-f7b2-5ac0-8c16-56d44bbe4330,S002-Q027,13,29,-16,0.6772738099098206,0.5942608714103699,-0.08301293849945068
C3,M3_ORIGINAL,BGE-M3 Original MaxSim vs C3,S002,S002-Q039,78a623b8-bff9-5b45-b990-24d74e714f9b,S002-Q032,2,2,0,0.7298577427864075,0.6525304913520813,-0.07732725143432617
C3,M3_ORIGINAL,BGE-M3 Original MaxSim vs C3,S002,S002-Q042,5c22c135-b86e-56a3-83eb-7484d1183dca,S002-Q036,12,13,-1,0.6979053020477295,0.6850023865699768,-0.012902915477752686
C3,M3_ORIGINAL,BGE-M3 Original MaxSim vs C3,S002,S002-Q044,57b8caa3-b46e-50f2-a65a-bb244543b1c3,S002-Q034,39,27,12,0.6558573842048645,0.6508461833000183,-0.005011200904846191
C3,M3_ORIGINAL,BGE-M3 Original MaxSim vs C3,S002,S002-Q044,647fce0c-6320-5a98-819d-50dff3300582,S002-Q040,4,8,-4,0.7309869527816772,0.6717451214790344,-0.05924183130264282
C3,M3_ORIGINAL,BGE-M3 Original MaxSim vs C3,S002,S002-Q049,57600f18-283a-5f61-bf9e-7a48d4f8d3c5,S002-Q043,4,5,-1,0.67808997631073,0.6097185015678406,-0.0683714747428894
C3,M3_ORIGINAL,BGE-M3 Original MaxSim vs C3,S002,S002-Q052,647fce0c-6320-5a98-819d-50dff3300582,S002-Q040,1,2,-1,0.6072694063186646,0.6142757534980774,0.007006347179412842
C3,M3_ORIGINAL,BGE-M3 Original MaxSim vs C3,S002,S002-Q052,d728a292-3080-5624-89ff-d8e05d09e8ca,S002-Q045,15,7,8,0.4818408787250519,0.5771958231925964,0.09535494446754456
C3,M3_ORIGINAL,BGE-M3 Original MaxSim vs C3,S002,S002-Q055,d728a292-3080-5624-89ff-d8e05d09e8ca,S002-Q045,16,8,8,0.492669016122818,0.5928196310997009,0.10015061497688293
C3,M3_ORIGINAL,BGE-M3 Original MaxSim vs C3,S002,S002-Q055,2e583969-bc65-5074-a7fe-0424438cd092,S002-Q051,12,6,6,0.5007023811340332,0.5954191088676453,0.09471672773361206
C3,M3_ORIGINAL,BGE-M3 Original MaxSim vs C3,S002,S002-Q056,e40ec65e-2907-515a-b1dd-3bec39109106,S002-Q050,36,31,5,0.33248934149742126,0.4398859441280365,0.10739660263061523
C3,M3_ORIGINAL,BGE-M3 Original MaxSim vs C3,S002,S002-Q063,3549589e-05fe-5631-9385-5379f8dd4396,S002-Q057,11,5,6,0.6479683518409729,0.6772945523262024,0.029326200485229492
C3,M3_ORIGINAL,BGE-M3 Original MaxSim vs C3,S002,S002-Q065,a2f4bee5-f836-545e-8197-d79f3f2d284c,S002-Q053,1,29,-28,0.650933027267456,0.6091257929801941,-0.04180723428726196
C3,M3_ORIGINAL,BGE-M3 Original MaxSim vs C3,S002,S002-Q065,7cf76f8c-3ecc-5aa0-8867-9b1934ccb270,S002-Q058,6,12,-6,0.6310549378395081,0.6337391138076782,0.002684175968170166
C3,M3_ORIGINAL,BGE-M3 Original MaxSim vs C3,S002,S002-Q066,166328f1-a89c-5b18-8a53-02ac909e0849,S002-Q056,1,1,0,0.6374316811561584,0.6409434080123901,0.0035117268562316895
C3,M3_ORIGINAL,BGE-M3 Original MaxSim vs C3,S002,S002-Q066,323c7c4f-02b6-5801-9c72-3623423fb3c6,S002-Q062,11,4,7,0.5550165176391602,0.6104725003242493,0.05545598268508911
C3,M3_ORIGINAL,BGE-M3 Original MaxSim vs C3,S002,S002-Q070,95dce1c8-76eb-5c10-b622-b77e03c00526,S002-Q064,11,19,-8,0.4726150631904602,0.5022825598716736,0.02966749668121338
C3,M3_ORIGINAL,BGE-M3 Original MaxSim vs C3,S003,S003-Q007,d84b52e5-9dec-53d0-8a9d-ddef9f5bd919,S003-Q001,2,2,0,0.3476473391056061,0.5180636048316956,0.17041626572608948
C3,M3_ORIGINAL,BGE-M3 Original MaxSim vs C3,S003,S003-Q011,d84b52e5-9dec-53d0-8a9d-ddef9f5bd919,S003-Q001,4,2,2,0.4727919101715088,0.5839464664459229,0.11115455627441406
C3,M3_ORIGINAL,BGE-M3 Original MaxSim vs C3,S003,S003-Q011,aacabfac-ac8e-5c81-8f0b-9adc0eeeef33,S003-Q007,1,3,-2,0.494103342294693,0.5614102482795715,0.06730690598487854
C3,M3_ORIGINAL,BGE-M3 Original MaxSim vs C3,S003,S003-Q013,d84b52e5-9dec-53d0-8a9d-ddef9f5bd919,S003-Q001,6,4,2,0.49814823269844055,0.5049920678138733,0.006843835115432739
C3,M3_ORIGINAL,BGE-M3 Original MaxSim vs C3,S003,S003-Q013,914dcda3-55d6-504a-9159-f6f54938f31f,S003-Q006,5,7,-2,0.5069320797920227,0.48641079664230347,-0.02052128314971924
C3,M3_ORIGINAL,BGE-M3 Original MaxSim vs C3,S003,S003-Q014,22322d48-4d17-5d2e-8760-ab1acaeb9f0a,S003-Q008,1,1,0,0.6167545914649963,0.6313982605934143,0.014643669128417969
C3,M3_ORIGINAL,BGE-M3 Original MaxSim vs C3,S003,S003-Q021,1b59ffe6-5fba-511e-b39a-6529e998d6ca,S003-Q015,7,4,3,0.6651113629341125,0.7111189961433411,0.046007633209228516
C3,M3_ORIGINAL,BGE-M3 Original MaxSim vs C3,S003,S003-Q022,4b59a558-4eb8-5c30-a40b-2e1cc9df12a2,S003-Q012,1,1,0,0.6499589681625366,0.6216847896575928,-0.028274178504943848
C3,M3_ORIGINAL,BGE-M3 Original MaxSim vs C3,S003,S003-Q022,bd6d22da-10ea-5784-b308-d3f5d1f57469,S003-Q018,3,2,1,0.6119412183761597,0.5993329286575317,-0.01260828971862793
C3,M3_ORIGINAL,BGE-M3 Original MaxSim vs C3,S003,S003-Q026,cee54426-e3ab-5ae2-aaab-81de729e05f3,S003-Q014,15,19,-4,0.5855612754821777,0.6078006029129028,0.022239327430725098
C3,M3_ORIGINAL,BGE-M3 Original MaxSim vs C3,S003,S003-Q026,bd0dc9f1-4c0c-5c9f-b9c0-5a7b5051b7f2,S003-Q019,7,5,2,0.6343926787376404,0.6609920263290405,0.026599347591400146
C3,M3_ORIGINAL,BGE-M3 Original MaxSim vs C3,S003,S003-Q028,9ca9c523-e56d-58df-aa6b-c54a80e3dbb5,S003-Q022,6,4,2,0.5726884603500366,0.5996504426002502,0.026961982250213623
C3,M3_ORIGINAL,BGE-M3 Original MaxSim vs C3,S003,S003-Q033,c96d749e-7c02-5289-ab48-fd03586dd5b1,S003-Q023,12,9,3,0.5834260582923889,0.6189886331558228,0.03556257486343384
C3,M3_ORIGINAL,BGE-M3 Original MaxSim vs C3,S003,S003-Q033,1b535a84-9ae4-50ee-bbda-1d7ba186183e,S003-Q029,21,12,9,0.54683518409729,0.6115999221801758,0.06476473808288574
C3,M3_ORIGINAL,BGE-M3 Original MaxSim vs C3,S003,S003-Q035,1b535a84-9ae4-50ee-bbda-1d7ba186183e,S003-Q029,17,19,-2,0.5243327021598816,0.5750514268875122,0.050718724727630615
C3,M3_ORIGINAL,BGE-M3 Original MaxSim vs C3,S003,S003-Q039,4ed05884-3478-5a91-a63f-3067fd41956d,S003-Q027,2,28,-26,0.6725355982780457,0.635348379611969,-0.03718721866607666
C3,M3_ORIGINAL,BGE-M3 Original MaxSim vs C3,S003,S003-Q039,c94687e6-820c-5c03-a774-40d03e0f70be,S003-Q032,29,13,16,0.5633748769760132,0.668163001537323,0.10478812456130981
C3,M3_ORIGINAL,BGE-M3 Original MaxSim vs C3,S003,S003-Q042,82bf5c46-13d0-5fb7-9826-308047a68fc7,S003-Q036,6,10,-4,0.5420230627059937,0.5155439972877502,-0.026479065418243408
C3,M3_ORIGINAL,BGE-M3 Original MaxSim vs C3,S003,S003-Q044,ae9f0678-a87f-5377-8edd-5fbd8ff4b4fa,S003-Q034,33,26,7,0.4599473774433136,0.5403658747673035,0.08041849732398987
C3,M3_ORIGINAL,BGE-M3 Original MaxSim vs C3,S003,S003-Q044,bd2dd48b-5c6b-516a-9bdc-e2e5cdb84c9c,S003-Q040,15,9,6,0.5070860385894775,0.5695881843566895,0.06250214576721191
C3,M3_ORIGINAL,BGE-M3 Original MaxSim vs C3,S003,S003-Q049,2316a391-e779-530b-ac2f-055182347d32,S003-Q043,22,26,-4,0.5056788325309753,0.5394620299339294,0.0337831974029541
C3,M3_ORIGINAL,BGE-M3 Original MaxSim vs C3,S003,S003-Q052,bd2dd48b-5c6b-516a-9bdc-e2e5cdb84c9c,S003-Q040,10,3,7,0.5986801981925964,0.6742299795150757,0.07554978132247925
C3,M3_ORIGINAL,BGE-M3 Original MaxSim vs C3,S003,S003-Q052,cc3a667e-ea49-5490-bb5c-5a4d9db97e6f,S003-Q045,15,15,0,0.592033326625824,0.6448917388916016,0.05285841226577759
C3,M3_ORIGINAL,BGE-M3 Original MaxSim vs C3,S003,S003-Q055,cc3a667e-ea49-5490-bb5c-5a4d9db97e6f,S003-Q045,41,40,1,0.4069212079048157,0.5133234858512878,0.10640227794647217
C3,M3_ORIGINAL,BGE-M3 Original MaxSim vs C3,S003,S003-Q055,9409734e-8235-5011-8c1a-60ed15ad9024,S003-Q051,11,13,-2,0.4789794087409973,0.5575442314147949,0.07856482267379761
C3,M3_ORIGINAL,BGE-M3 Original MaxSim vs C3,S003,S003-Q056,59d896c1-0734-53cf-821a-5728dd5fe548,S003-Q050,3,8,-5,0.5221919417381287,0.5558580160140991,0.03366607427597046
C3,M3_ORIGINAL,BGE-M3 Original MaxSim vs C3,S003,S003-Q063,83b39f0f-a1ea-5e54-98aa-d61af4aee5f9,S003-Q057,19,14,5,0.4438685476779938,0.5424960851669312,0.09862753748893738
C3,M3_ORIGINAL,BGE-M3 Original MaxSim vs C3,S003,S003-Q065,92bbf5d0-665d-52fa-92dd-d73231b6a2f4,S003-Q053,18,7,11,0.4406288266181946,0.5685656666755676,0.12793684005737305
C3,M3_ORIGINAL,BGE-M3 Original MaxSim vs C3,S003,S003-Q065,ad470150-cd72-5d94-9d96-467573c4b92b,S003-Q058,14,22,-8,0.4429168999195099,0.5278317928314209,0.08491489291191101
C3,M3_ORIGINAL,BGE-M3 Original MaxSim vs C3,S003,S003-Q066,3e1cec0a-77e2-5463-865e-1f49b78e966c,S003-Q056,1,3,-2,0.48954805731773376,0.5405796766281128,0.05103161931037903
C3,M3_ORIGINAL,BGE-M3 Original MaxSim vs C3,S003,S003-Q066,e6b075df-0710-53c0-a850-a6bc715553b6,S003-Q062,18,13,5,0.4069208800792694,0.5040199160575867,0.09709903597831726
C3,M3_ORIGINAL,BGE-M3 Original MaxSim vs C3,S003,S003-Q070,6e93a473-ae4a-524c-aee1-43aafd7f6bb0,S003-Q064,4,9,-5,0.4601253867149353,0.5726947784423828,0.11256939172744751
C3,M3_ORIGINAL,BGE-M3 Original MaxSim vs C3,S003,S003-Q077,21f9ae05-f6a0-5cc5-af10-142d014dcf11,S003-Q067,16,11,5,0.6070505380630493,0.6826425790786743,0.075592041015625
C3,M3_ORIGINAL,BGE-M3 Original MaxSim vs C3,S003,S003-Q077,96af7f08-1678-5164-9e1e-935a577a7d1b,S003-Q071,54,49,5,0.5469114780426025,0.6241456866264343,0.07723420858383179
C3,M3_ORIGINAL,BGE-M3 Original MaxSim vs C3,S003,S003-Q077,2fdaac5c-103c-5100-8480-7d15511a3658,S003-Q073,24,12,12,0.5937093496322632,0.6768087148666382,0.083099365234375
C3,M3_ORIGINAL,BGE-M3 Original MaxSim vs C3,S003,S003-Q078,70584af0-da6d-5ee7-9e7c-ad3f962ef545,S003-Q066,5,4,1,0.5364928841590881,0.6038116812705994,0.06731879711151123
C3,M3_ORIGINAL,BGE-M3 Original MaxSim vs C3,S003,S003-Q078,96af7f08-1678-5164-9e1e-935a577a7d1b,S003-Q071,47,33,14,0.482970654964447,0.5641703605651855,0.08119970560073853
C3,M3_ORIGINAL,BGE-M3 Original MaxSim vs C3,S003,S003-Q084,15caa01c-5d97-5da1-93ca-bbb8a8cf5f22,S003-Q078,30,60,-30,0.6417790651321411,0.5716773867607117,-0.07010167837142944
C3,M3_ORIGINAL,BGE-M3 Original MaxSim vs C3,S003,S003-Q088,15caa01c-5d97-5da1-93ca-bbb8a8cf5f22,S003-Q078,12,54,-42,0.6042231917381287,0.6000543832778931,-0.004168808460235596
C3,M3_ORIGINAL,BGE-M3 Original MaxSim vs C3,S003,S003-Q088,dc75d4a6-dbec-512b-bed7-4048466382c6,S003-Q084,48,53,-5,0.5702548027038574,0.6000753045082092,0.029820501804351807
C3,M3_ORIGINAL,BGE-M3 Original MaxSim vs C3,S003,S003-Q091,68d070f4-4242-579d-b5a8-83f3dc6283b3,S003-Q079,22,14,8,0.5237754583358765,0.5501790046691895,0.02640354633331299
C3,M3_ORIGINAL,BGE-M3 Original MaxSim vs C3,S003,S003-Q091,dc75d4a6-dbec-512b-bed7-4048466382c6,S003-Q084,3,5,-2,0.5488320589065552,0.5860755443572998,0.03724348545074463
C3,M3_ORIGINAL,BGE-M3 Original MaxSim vs C3,S003,S003-Q091,ff75fe78-c1af-5b7a-a243-9648b6132a06,S003-Q085,23,9,14,0.5221955180168152,0.5617207288742065,0.03952521085739136
C3,M3_ORIGINAL,BGE-M3 Original MaxSim vs C3,S004,S004-Q007,9de4c8e1-1f2d-56af-8e3f-eaed84f7c238,S004-Q001,3,3,0,0.35100364685058594,0.5336263179779053,0.18262267112731934
C3,M3_ORIGINAL,BGE-M3 Original MaxSim vs C3,S004,S004-Q011,9de4c8e1-1f2d-56af-8e3f-eaed84f7c238,S004-Q001,7,6,1,0.5022115111351013,0.5865423679351807,0.08433085680007935
C3,M3_ORIGINAL,BGE-M3 Original MaxSim vs C3,S004,S004-Q011,75c0a8f8-fa8f-5fdb-89db-f1e0f0f43bb4,S004-Q007,1,1,0,0.6210789084434509,0.677075982093811,0.05599707365036011
C3,M3_ORIGINAL,BGE-M3 Original MaxSim vs C3,S004,S004-Q013,9de4c8e1-1f2d-56af-8e3f-eaed84f7c238,S004-Q001,8,8,0,0.593585193157196,0.6566706895828247,0.06308549642562866
C3,M3_ORIGINAL,BGE-M3 Original MaxSim vs C3,S004,S004-Q013,d876eb51-66ba-5437-955a-25c3f405ef2f,S004-Q006,5,9,-4,0.6157102584838867,0.6498985290527344,0.034188270568847656
C3,M3_ORIGINAL,BGE-M3 Original MaxSim vs C3,S004,S004-Q014,a60bbf7a-8108-58fc-8b4a-1356764282aa,S004-Q008,2,7,-5,0.5244457125663757,0.5949380397796631,0.07049232721328735
C3,M3_ORIGINAL,BGE-M3 Original MaxSim vs C3,S004,S004-Q021,112af49e-d51f-599c-ad67-5cc18432f1a8,S004-Q015,11,6,5,0.6970088481903076,0.635066568851471,-0.06194227933883667
C3,M3_ORIGINAL,BGE-M3 Original MaxSim vs C3,S004,S004-Q022,1404aa4a-3c7a-565e-8e67-9f834683b3b2,S004-Q012,3,1,2,0.7119752168655396,0.7513253092765808,0.03935009241104126
C3,M3_ORIGINAL,BGE-M3 Original MaxSim vs C3,S004,S004-Q022,1e8809d9-9426-51b9-9e17-039093174440,S004-Q018,4,4,0,0.7066170573234558,0.7002307176589966,-0.0063863396644592285
