config,comparison,session_id,query_id,gold_page_id,gold_source_turn_id,before_rank,after_rank,rank_improvement,before_score,after_score,score_difference
M1,BGE-M3 Pure Multi-Vector MaxSim vs C3,S004,S004-Q035,dad4c589-bd44-5d61-917f-9435b971db4d,S004-Q029,3,7,-4,0.5494986772537231,0.6165722608566284,0.06707358360290527
M1,BGE-M3 Pure Multi-Vector MaxSim vs C3,S004,S004-Q039,c022f180-c519-52a7-9c70-3f15928609b5,S004-Q027,4,25,-21,0.5578400492668152,0.5800802111625671,0.022240161895751953
M1,BGE-M3 Pure Multi-Vector MaxSim vs C3,S004,S004-Q039,594016a4-b321-5143-a8c6-3923fed20111,S004-Q032,21,16,5,0.489423006772995,0.6054825186729431,0.11605951189994812
M1,BGE-M3 Pure Multi-Vector MaxSim vs C3,S004,S004-Q042,c61777d3-f94f-5655-9b6b-9d6cdc28c303,S004-Q036,4,20,-16,0.5434472560882568,0.5281270742416382,-0.015320181846618652
M1,BGE-M3 Pure Multi-Vector MaxSim vs C3,S004,S004-Q044,094486b7-1e86-5360-8005-66c6886152c2,S004-Q034,40,36,4,0.30329322814941406,0.38250818848609924,0.07921496033668518
M1,BGE-M3 Pure Multi-Vector MaxSim vs C3,S004,S004-Q044,682aecdf-197a-5dc6-b88d-886b08ffb500,S004-Q040,28,3,25,0.3380138576030731,0.47690021991729736,0.13888636231422424
M1,BGE-M3 Pure Multi-Vector MaxSim vs C3,S004,S004-Q049,08c5243c-c754-5bb1-b020-dfbf21f542d7,S004-Q043,22,42,-20,0.5372671484947205,0.5825458765029907,0.045278728008270264
M1,BGE-M3 Pure Multi-Vector MaxSim vs C3,S004,S004-Q052,682aecdf-197a-5dc6-b88d-886b08ffb500,S004-Q040,36,19,17,0.5712360143661499,0.6418703198432922,0.07063430547714233
M1,BGE-M3 Pure Multi-Vector MaxSim vs C3,S004,S004-Q052,b229284b-6a2b-5cfb-a8c8-0ccc1bd72603,S004-Q045,17,29,-12,0.6142544746398926,0.6187268495559692,0.00447237491607666
M1,BGE-M3 Pure Multi-Vector MaxSim vs C3,S004,S004-Q055,b229284b-6a2b-5cfb-a8c8-0ccc1bd72603,S004-Q045,25,42,-17,0.5234483480453491,0.5515371561050415,0.028088808059692383
M1,BGE-M3 Pure Multi-Vector MaxSim vs C3,S004,S004-Q055,90248870-b2cb-59d2-a707-79d09f366d8a,S004-Q051,33,46,-13,0.5125783085823059,0.5423328280448914,0.02975451946258545
M1,BGE-M3 Pure Multi-Vector MaxSim vs C3,S004,S004-Q056,adc1eeb8-b0f8-5877-88cf-abdd23798b3a,S004-Q050,3,25,-22,0.6123521327972412,0.5724908113479614,-0.039861321449279785
M1,BGE-M3 Pure Multi-Vector MaxSim vs C3,S004,S004-Q063,2c5547ce-bd04-536c-8b2d-e09ae5633e53,S004-Q057,26,6,20,0.4568561911582947,0.5755828619003296,0.11872667074203491
M1,BGE-M3 Pure Multi-Vector MaxSim vs C3,S004,S004-Q065,ca05266e-320c-5081-9d2d-f7c8689c58a9,S004-Q053,12,7,5,0.4582591652870178,0.5571133494377136,0.0988541841506958
M1,BGE-M3 Pure Multi-Vector MaxSim vs C3,S004,S004-Q065,28de896e-9356-58a4-a8c5-c3efe7770f57,S004-Q058,2,19,-17,0.47814619541168213,0.5161111354827881,0.03796494007110596
M1,BGE-M3 Pure Multi-Vector MaxSim vs C3,S004,S004-Q066,52990abe-a81c-5937-b506-8a88315cc3c0,S004-Q056,15,10,5,0.42474165558815,0.4728369116783142,0.048095256090164185
M1,BGE-M3 Pure Multi-Vector MaxSim vs C3,S004,S004-Q066,57ef23a9-5ba4-568c-9cc1-4c5e9a47ec7a,S004-Q062,22,14,8,0.41263967752456665,0.46202343702316284,0.04938375949859619
M1,BGE-M3 Pure Multi-Vector MaxSim vs C3,S004,S004-Q070,2e530daf-4b7a-5b20-9fe7-9c23daee4af6,S004-Q064,4,17,-13,0.5201765894889832,0.5663921236991882,0.04621553421020508
M1,BGE-M3 Pure Multi-Vector MaxSim vs C3,S005,S005-Q007,73dd18d4-5dac-5f27-ac96-83de10de4633,S005-Q001,2,3,-1,0.4894738793373108,0.5787516832351685,0.08927780389785767
M1,BGE-M3 Pure Multi-Vector MaxSim vs C3,S005,S005-Q011,73dd18d4-5dac-5f27-ac96-83de10de4633,S005-Q001,7,6,1,0.4091431200504303,0.46938270330429077,0.060239583253860474
M1,BGE-M3 Pure Multi-Vector MaxSim vs C3,S005,S005-Q011,9c806b54-004f-57bf-8755-c4a0eebd929e,S005-Q007,2,3,-1,0.4483288526535034,0.4971899390220642,0.04886108636856079
M1,BGE-M3 Pure Multi-Vector MaxSim vs C3,S005,S005-Q013,73dd18d4-5dac-5f27-ac96-83de10de4633,S005-Q001,9,8,1,0.4276643693447113,0.4743218421936035,0.04665747284889221
M1,BGE-M3 Pure Multi-Vector MaxSim vs C3,S005,S005-Q013,6e436632-8d73-58b8-a746-7cbc36ffe10f,S005-Q006,1,1,0,0.4773827791213989,0.5515848398208618,0.07420206069946289
M1,BGE-M3 Pure Multi-Vector MaxSim vs C3,S005,S005-Q014,c64751d6-21c8-5c09-87da-48f940293661,S005-Q008,4,1,3,0.42706114053726196,0.48496145009994507,0.057900309562683105
M1,BGE-M3 Pure Multi-Vector MaxSim vs C3,S005,S005-Q021,5095d8f5-e975-5011-976e-e587c31560f2,S005-Q015,4,4,0,0.5493555665016174,0.6069139838218689,0.057558417320251465
M1,BGE-M3 Pure Multi-Vector MaxSim vs C3,S005,S005-Q022,bcb24496-086a-528b-a09e-86bae79fa560,S005-Q012,11,4,7,0.5612436532974243,0.6244111657142639,0.0631675124168396
M1,BGE-M3 Pure Multi-Vector MaxSim vs C3,S005,S005-Q022,c16509f9-dd00-5e11-9acf-ecc8f08ad424,S005-Q018,14,16,-2,0.5384949445724487,0.5890437960624695,0.05054885149002075
M1,BGE-M3 Pure Multi-Vector MaxSim vs C3,S005,S005-Q026,87d6b0ff-8b24-5176-ba24-dbc110c6e1d5,S005-Q014,5,11,-6,0.6158711314201355,0.596356987953186,-0.019514143466949463
M1,BGE-M3 Pure Multi-Vector MaxSim vs C3,S005,S005-Q026,daf8b285-37ac-5e07-a640-74fc9322fe21,S005-Q019,10,5,5,0.5733019709587097,0.6108766198158264,0.0375746488571167
M1,BGE-M3 Pure Multi-Vector MaxSim vs C3,S005,S005-Q028,102b7fa7-9564-5e73-98e7-41fde776fa99,S005-Q022,13,9,4,0.5440734028816223,0.6212858557701111,0.07721245288848877
M1,BGE-M3 Pure Multi-Vector MaxSim vs C3,S005,S005-Q033,407824ab-fd2c-5a7b-ac60-4e9d2ed5311e,S005-Q023,1,4,-3,0.6653862595558167,0.6296270489692688,-0.03575921058654785
M1,BGE-M3 Pure Multi-Vector MaxSim vs C3,S005,S005-Q033,52954b6d-4823-5e0a-955d-8a3b24df0a30,S005-Q029,2,3,-1,0.6522879004478455,0.6369536519050598,-0.015334248542785645
M1,BGE-M3 Pure Multi-Vector MaxSim vs C3,S005,S005-Q035,52954b6d-4823-5e0a-955d-8a3b24df0a30,S005-Q029,5,3,2,0.6095507144927979,0.6251775622367859,0.015626847743988037
M1,BGE-M3 Pure Multi-Vector MaxSim vs C3,S005,S005-Q039,e0f6fcfc-3a3a-5dbe-8aa0-d690b2179326,S005-Q027,21,21,0,0.46689894795417786,0.5453450083732605,0.07844606041908264
M1,BGE-M3 Pure Multi-Vector MaxSim vs C3,S005,S005-Q039,a9136ff5-7fca-58fe-8907-08b361042647,S005-Q032,9,11,-2,0.5086044073104858,0.5615666508674622,0.05296224355697632
M1,BGE-M3 Pure Multi-Vector MaxSim vs C3,S005,S005-Q042,19b9c9f1-754d-5322-831d-a2b5bbc632f9,S005-Q036,18,7,11,0.5557105541229248,0.6399484276771545,0.08423787355422974
M1,BGE-M3 Pure Multi-Vector MaxSim vs C3,S005,S005-Q044,53a0c2bd-e2e0-5a10-8976-c6a159c1cd78,S005-Q034,16,30,-14,0.5743467211723328,0.5865954756736755,0.012248754501342773
M1,BGE-M3 Pure Multi-Vector MaxSim vs C3,S005,S005-Q044,009ec1d2-83f6-5755-bd7a-e5a92eda1890,S005-Q040,1,8,-7,0.650495707988739,0.6144528388977051,-0.036042869091033936
M1,BGE-M3 Pure Multi-Vector MaxSim vs C3,S005,S005-Q049,d0b649b9-d683-5ad9-a5a6-64c75b0bc996,S005-Q043,1,1,0,0.6233232617378235,0.605064332485199,-0.01825892925262451
M1,BGE-M3 Pure Multi-Vector MaxSim vs C3,S005,S005-Q052,009ec1d2-83f6-5755-bd7a-e5a92eda1890,S005-Q040,1,8,-7,0.6313807368278503,0.615023136138916,-0.016357600688934326
M1,BGE-M3 Pure Multi-Vector MaxSim vs C3,S005,S005-Q052,c50cce28-4618-514d-bc83-20a57b6f5562,S005-Q045,26,14,12,0.5303848385810852,0.605305552482605,0.07492071390151978
M1,BGE-M3 Pure Multi-Vector MaxSim vs C3,S005,S005-Q055,c50cce28-4618-514d-bc83-20a57b6f5562,S005-Q045,24,27,-3,0.5050852298736572,0.4615148603916168,-0.043570369482040405
M1,BGE-M3 Pure Multi-Vector MaxSim vs C3,S005,S005-Q055,cc845b3c-bd6e-511e-8bf1-44f5e08cf54a,S005-Q051,7,4,3,0.5447832942008972,0.54830002784729,0.0035167336463928223
M1,BGE-M3 Pure Multi-Vector MaxSim vs C3,S005,S005-Q056,749bba84-be69-55e2-98a1-a9617e473fb0,S005-Q050,17,35,-18,0.5247721672058105,0.5767384171485901,0.05196624994277954
M2,C3 Dense Top60 + BGE-M3 Multi-Vector Rerank vs C3,S001,S001-Q007,2631e802-75be-5089-9418-baece6a717cf,S001-Q001,3,3,0,0.428148090839386,0.5695918202400208,0.14144372940063477
M2,C3 Dense Top60 + BGE-M3 Multi-Vector Rerank vs C3,S001,S001-Q011,2631e802-75be-5089-9418-baece6a717cf,S001-Q001,4,6,-2,0.466714084148407,0.5484578609466553,0.08174377679824829
M2,C3 Dense Top60 + BGE-M3 Multi-Vector Rerank vs C3,S001,S001-Q011,dc12b285-c21d-5cfe-84a2-d016fce5ffe6,S001-Q007,1,5,-4,0.5079617500305176,0.5533636212348938,0.04540187120437622
M2,C3 Dense Top60 + BGE-M3 Multi-Vector Rerank vs C3,S001,S001-Q013,2631e802-75be-5089-9418-baece6a717cf,S001-Q001,6,9,-3,0.5258427858352661,0.6035705804824829,0.0777277946472168
M2,C3 Dense Top60 + BGE-M3 Multi-Vector Rerank vs C3,S001,S001-Q013,9b4b60a1-f0f9-5368-b4ce-b441752321bb,S001-Q006,5,7,-2,0.5786083340644836,0.6190046668052673,0.04039633274078369
M2,C3 Dense Top60 + BGE-M3 Multi-Vector Rerank vs C3,S001,S001-Q014,f99dbe58-f286-568d-b1fe-f1ebe59c0e0a,S001-Q008,3,1,2,0.6154555082321167,0.640762209892273,0.02530670166015625
M2,C3 Dense Top60 + BGE-M3 Multi-Vector Rerank vs C3,S001,S001-Q021,f1228bac-12d1-520f-9787-52a8cdcd49db,S001-Q015,7,13,-6,0.6190251111984253,0.63550865650177,0.016483545303344727
M2,C3 Dense Top60 + BGE-M3 Multi-Vector Rerank vs C3,S001,S001-Q022,34fa3574-894f-575c-b9b0-0a183473746e,S001-Q012,13,9,4,0.5578075647354126,0.6412522196769714,0.08344465494155884
M2,C3 Dense Top60 + BGE-M3 Multi-Vector Rerank vs C3,S001,S001-Q022,55e7e466-3b1c-5014-85fc-2a14618ce254,S001-Q018,11,17,-6,0.5649251937866211,0.6139731407165527,0.04904794692993164
M2,C3 Dense Top60 + BGE-M3 Multi-Vector Rerank vs C3,S001,S001-Q026,289ba3d6-8b24-5c77-8df9-7af211ee1007,S001-Q014,3,5,-2,0.6154380440711975,0.6262995004653931,0.010861456394195557
M2,C3 Dense Top60 + BGE-M3 Multi-Vector Rerank vs C3,S001,S001-Q026,88e975b7-0f5a-5f5c-98ce-e461dcab93b8,S001-Q019,12,6,6,0.544538140296936,0.616276741027832,0.071738600730896
M2,C3 Dense Top60 + BGE-M3 Multi-Vector Rerank vs C3,S001,S001-Q028,44777fdf-abd5-5570-b0aa-8e3f1cb44000,S001-Q022,3,12,-9,0.4967461824417114,0.5349723100662231,0.03822612762451172
M2,C3 Dense Top60 + BGE-M3 Multi-Vector Rerank vs C3,S001,S001-Q033,d5c03971-3795-5256-a75f-b3921d61a92d,S001-Q023,2,4,-2,0.5816625952720642,0.5533723831176758,-0.028290212154388428
M2,C3 Dense Top60 + BGE-M3 Multi-Vector Rerank vs C3,S001,S001-Q033,b4497adc-7393-57c0-8917-ce3372fbd151,S001-Q029,24,11,13,0.4725983738899231,0.5402598977088928,0.06766152381896973
M2,C3 Dense Top60 + BGE-M3 Multi-Vector Rerank vs C3,S001,S001-Q035,b4497adc-7393-57c0-8917-ce3372fbd151,S001-Q029,23,18,5,0.39940428733825684,0.5435713529586792,0.14416706562042236
M2,C3 Dense Top60 + BGE-M3 Multi-Vector Rerank vs C3,S001,S001-Q039,31eb0f30-7b80-5d07-8ba6-bc6a6a24cb62,S001-Q027,1,7,-6,0.520713210105896,0.5054376721382141,-0.015275537967681885
M2,C3 Dense Top60 + BGE-M3 Multi-Vector Rerank vs C3,S001,S001-Q039,c107828c-a741-55f6-8e0c-446cfbdba215,S001-Q032,13,9,4,0.4627559781074524,0.5003893375396729,0.03763335943222046
M2,C3 Dense Top60 + BGE-M3 Multi-Vector Rerank vs C3,S001,S001-Q042,0ec56d0d-4e11-511a-9b98-5f6bddfc2dcc,S001-Q036,7,7,0,0.516326904296875,0.5251415371894836,0.008814632892608643
M2,C3 Dense Top60 + BGE-M3 Multi-Vector Rerank vs C3,S001,S001-Q044,32b5d492-2df9-5ed9-ac46-caca5c87097c,S001-Q034,4,5,-1,0.41738826036453247,0.47145748138427734,0.05406922101974487
M2,C3 Dense Top60 + BGE-M3 Multi-Vector Rerank vs C3,S001,S001-Q044,4054aab2-0aa7-5019-b341-077265511add,S001-Q040,6,13,-7,0.41101235151290894,0.4478031098842621,0.03679075837135315
M2,C3 Dense Top60 + BGE-M3 Multi-Vector Rerank vs C3,S001,S001-Q049,de592e81-e050-536b-8909-32866c85f6c2,S001-Q043,11,14,-3,0.6024776697158813,0.601812481880188,-0.0006651878356933594
M2,C3 Dense Top60 + BGE-M3 Multi-Vector Rerank vs C3,S002,S002-Q007,f70d87dd-c4b9-59de-a761-869308b1818b,S002-Q001,3,3,0,0.37535619735717773,0.526727020740509,0.1513708233833313
M2,C3 Dense Top60 + BGE-M3 Multi-Vector Rerank vs C3,S002,S002-Q011,f70d87dd-c4b9-59de-a761-869308b1818b,S002-Q001,7,6,1,0.35073208808898926,0.4335967004299164,0.08286461234092712
M2,C3 Dense Top60 + BGE-M3 Multi-Vector Rerank vs C3,S002,S002-Q011,03c3981b-3b09-56ca-a545-043c8ff0d240,S002-Q007,5,4,1,0.3698793947696686,0.4605723023414612,0.0906929075717926
M2,C3 Dense Top60 + BGE-M3 Multi-Vector Rerank vs C3,S002,S002-Q013,f70d87dd-c4b9-59de-a761-869308b1818b,S002-Q001,9,8,1,0.3458166718482971,0.4296184480190277,0.08380177617073059
M2,C3 Dense Top60 + BGE-M3 Multi-Vector Rerank vs C3,S002,S002-Q013,a6c0000c-f234-59a1-b6e5-1283680d9b77,S002-Q006,5,4,1,0.3781711459159851,0.4716430902481079,0.0934719443321228
M2,C3 Dense Top60 + BGE-M3 Multi-Vector Rerank vs C3,S002,S002-Q014,37d568b0-90c6-5481-b7d9-e0101fd95e52,S002-Q008,6,3,3,0.47782114148139954,0.5477399230003357,0.06991878151893616
M2,C3 Dense Top60 + BGE-M3 Multi-Vector Rerank vs C3,S002,S002-Q021,691ce2a8-c4c3-51f3-8cb7-32f42cdee99e,S002-Q015,15,6,9,0.6479976177215576,0.6122481822967529,-0.03574943542480469
M2,C3 Dense Top60 + BGE-M3 Multi-Vector Rerank vs C3,S002,S002-Q022,4d8b4bb3-4a1f-538c-af07-cc0ce19ea796,S002-Q012,11,5,6,0.7154013514518738,0.6928691267967224,-0.022532224655151367
M2,C3 Dense Top60 + BGE-M3 Multi-Vector Rerank vs C3,S002,S002-Q022,b304ab57-b911-5070-88ba-fca4f39a37e8,S002-Q018,7,16,-9,0.7325950860977173,0.6573517322540283,-0.07524335384368896
M2,C3 Dense Top60 + BGE-M3 Multi-Vector Rerank vs C3,S002,S002-Q026,00ce1b35-d357-53e0-a42e-a8f97d4a07f0,S002-Q014,8,4,4,0.6824973225593567,0.613763689994812,-0.06873363256454468
M2,C3 Dense Top60 + BGE-M3 Multi-Vector Rerank vs C3,S002,S002-Q026,e64218f2-62ce-555a-ba53-f3fd1214e0f7,S002-Q019,10,10,0,0.6791412234306335,0.5979128479957581,-0.08122837543487549
M2,C3 Dense Top60 + BGE-M3 Multi-Vector Rerank vs C3,S002,S002-Q028,42756865-0f8f-5dcc-a050-6ecec5b828ce,S002-Q022,2,4,-2,0.7513960599899292,0.708991289138794,-0.042404770851135254
M2,C3 Dense Top60 + BGE-M3 Multi-Vector Rerank vs C3,S002,S002-Q033,79860bb6-6010-5ca0-ac81-f4327e2bff44,S002-Q023,2,1,1,0.7454124689102173,0.685886561870575,-0.059525907039642334
M2,C3 Dense Top60 + BGE-M3 Multi-Vector Rerank vs C3,S002,S002-Q033,893b3ae9-1f94-5436-8c6d-54e200693867,S002-Q029,11,25,-14,0.7210525870323181,0.6237990856170654,-0.09725350141525269
M2,C3 Dense Top60 + BGE-M3 Multi-Vector Rerank vs C3,S002,S002-Q035,893b3ae9-1f94-5436-8c6d-54e200693867,S002-Q029,11,30,-19,0.7214906811714172,0.6328666806221008,-0.0886240005493164
M2,C3 Dense Top60 + BGE-M3 Multi-Vector Rerank vs C3,S002,S002-Q039,0dd982c7-f7b2-5ac0-8c16-56d44bbe4330,S002-Q027,13,29,-16,0.6772738099098206,0.5942608714103699,-0.08301293849945068
M2,C3 Dense Top60 + BGE-M3 Multi-Vector Rerank vs C3,S002,S002-Q039,78a623b8-bff9-5b45-b990-24d74e714f9b,S002-Q032,2,2,0,0.7298577427864075,0.6525304913520813,-0.07732725143432617
M2,C3 Dense Top60 + BGE-M3 Multi-Vector Rerank vs C3,S002,S002-Q042,5c22c135-b86e-56a3-83eb-7484d1183dca,S002-Q036,12,13,-1,0.6979053020477295,0.6850023865699768,-0.012902915477752686
M2,C3 Dense Top60 + BGE-M3 Multi-Vector Rerank vs C3,S002,S002-Q044,57b8caa3-b46e-50f2-a65a-bb244543b1c3,S002-Q034,39,27,12,0.6558573842048645,0.6508461833000183,-0.005011200904846191
M2,C3 Dense Top60 + BGE-M3 Multi-Vector Rerank vs C3,S002,S002-Q044,647fce0c-6320-5a98-819d-50dff3300582,S002-Q040,4,8,-4,0.7309869527816772,0.6717451214790344,-0.05924183130264282
M2,C3 Dense Top60 + BGE-M3 Multi-Vector Rerank vs C3,S002,S002-Q049,57600f18-283a-5f61-bf9e-7a48d4f8d3c5,S002-Q043,4,5,-1,0.67808997631073,0.6097185015678406,-0.0683714747428894
M2,C3 Dense Top60 + BGE-M3 Multi-Vector Rerank vs C3,S002,S002-Q052,647fce0c-6320-5a98-819d-50dff3300582,S002-Q040,1,2,-1,0.6072694063186646,0.6142757534980774,0.007006347179412842
M2,C3 Dense Top60 + BGE-M3 Multi-Vector Rerank vs C3,S002,S002-Q052,d728a292-3080-5624-89ff-d8e05d09e8ca,S002-Q045,15,7,8,0.4818408787250519,0.5771958231925964,0.09535494446754456
M2,C3 Dense Top60 + BGE-M3 Multi-Vector Rerank vs C3,S002,S002-Q055,d728a292-3080-5624-89ff-d8e05d09e8ca,S002-Q045,16,8,8,0.492669016122818,0.5928196310997009,0.10015061497688293
M2,C3 Dense Top60 + BGE-M3 Multi-Vector Rerank vs C3,S002,S002-Q055,2e583969-bc65-5074-a7fe-0424438cd092,S002-Q051,12,6,6,0.5007023811340332,0.5954191088676453,0.09471672773361206
M2,C3 Dense Top60 + BGE-M3 Multi-Vector Rerank vs C3,S002,S002-Q056,e40ec65e-2907-515a-b1dd-3bec39109106,S002-Q050,36,31,5,0.33248934149742126,0.4398859441280365,0.10739660263061523
M2,C3 Dense Top60 + BGE-M3 Multi-Vector Rerank vs C3,S002,S002-Q063,3549589e-05fe-5631-9385-5379f8dd4396,S002-Q057,11,5,6,0.6479683518409729,0.6772945523262024,0.029326200485229492
M2,C3 Dense Top60 + BGE-M3 Multi-Vector Rerank vs C3,S002,S002-Q065,a2f4bee5-f836-545e-8197-d79f3f2d284c,S002-Q053,1,29,-28,0.650933027267456,0.6091257929801941,-0.04180723428726196
M2,C3 Dense Top60 + BGE-M3 Multi-Vector Rerank vs C3,S002,S002-Q065,7cf76f8c-3ecc-5aa0-8867-9b1934ccb270,S002-Q058,6,12,-6,0.6310549378395081,0.6337391138076782,0.002684175968170166
M2,C3 Dense Top60 + BGE-M3 Multi-Vector Rerank vs C3,S002,S002-Q066,166328f1-a89c-5b18-8a53-02ac909e0849,S002-Q056,1,1,0,0.6374316811561584,0.6409434080123901,0.0035117268562316895
M2,C3 Dense Top60 + BGE-M3 Multi-Vector Rerank vs C3,S002,S002-Q066,323c7c4f-02b6-5801-9c72-3623423fb3c6,S002-Q062,11,4,7,0.5550165176391602,0.6104725003242493,0.05545598268508911
M2,C3 Dense Top60 + BGE-M3 Multi-Vector Rerank vs C3,S002,S002-Q070,95dce1c8-76eb-5c10-b622-b77e03c00526,S002-Q064,11,19,-8,0.4726150631904602,0.5022825598716736,0.02966749668121338
M2,C3 Dense Top60 + BGE-M3 Multi-Vector Rerank vs C3,S003,S003-Q007,d84b52e5-9dec-53d0-8a9d-ddef9f5bd919,S003-Q001,2,2,0,0.3476473391056061,0.5180636048316956,0.17041626572608948
M2,C3 Dense Top60 + BGE-M3 Multi-Vector Rerank vs C3,S003,S003-Q011,d84b52e5-9dec-53d0-8a9d-ddef9f5bd919,S003-Q001,4,2,2,0.4727919101715088,0.5839464664459229,0.11115455627441406
M2,C3 Dense Top60 + BGE-M3 Multi-Vector Rerank vs C3,S003,S003-Q011,aacabfac-ac8e-5c81-8f0b-9adc0eeeef33,S003-Q007,1,3,-2,0.494103342294693,0.5614102482795715,0.06730690598487854
M2,C3 Dense Top60 + BGE-M3 Multi-Vector Rerank vs C3,S003,S003-Q013,d84b52e5-9dec-53d0-8a9d-ddef9f5bd919,S003-Q001,6,4,2,0.49814823269844055,0.5049920678138733,0.006843835115432739
M2,C3 Dense Top60 + BGE-M3 Multi-Vector Rerank vs C3,S003,S003-Q013,914dcda3-55d6-504a-9159-f6f54938f31f,S003-Q006,5,7,-2,0.5069320797920227,0.48641079664230347,-0.02052128314971924
M2,C3 Dense Top60 + BGE-M3 Multi-Vector Rerank vs C3,S003,S003-Q014,22322d48-4d17-5d2e-8760-ab1acaeb9f0a,S003-Q008,1,1,0,0.6167545914649963,0.6313982605934143,0.014643669128417969
M2,C3 Dense Top60 + BGE-M3 Multi-Vector Rerank vs C3,S003,S003-Q021,1b59ffe6-5fba-511e-b39a-6529e998d6ca,S003-Q015,7,4,3,0.6651113629341125,0.7111189961433411,0.046007633209228516
M2,C3 Dense Top60 + BGE-M3 Multi-Vector Rerank vs C3,S003,S003-Q022,4b59a558-4eb8-5c30-a40b-2e1cc9df12a2,S003-Q012,1,1,0,0.6499589681625366,0.6216847896575928,-0.028274178504943848
M2,C3 Dense Top60 + BGE-M3 Multi-Vector Rerank vs C3,S003,S003-Q022,bd6d22da-10ea-5784-b308-d3f5d1f57469,S003-Q018,3,2,1,0.6119412183761597,0.5993329286575317,-0.01260828971862793
M2,C3 Dense Top60 + BGE-M3 Multi-Vector Rerank vs C3,S003,S003-Q026,cee54426-e3ab-5ae2-aaab-81de729e05f3,S003-Q014,15,19,-4,0.5855612754821777,0.6078006029129028,0.022239327430725098
M2,C3 Dense Top60 + BGE-M3 Multi-Vector Rerank vs C3,S003,S003-Q026,bd0dc9f1-4c0c-5c9f-b9c0-5a7b5051b7f2,S003-Q019,7,5,2,0.6343926787376404,0.6609920263290405,0.026599347591400146
M2,C3 Dense Top60 + BGE-M3 Multi-Vector Rerank vs C3,S003,S003-Q028,9ca9c523-e56d-58df-aa6b-c54a80e3dbb5,S003-Q022,6,4,2,0.5726884603500366,0.5996504426002502,0.026961982250213623
M2,C3 Dense Top60 + BGE-M3 Multi-Vector Rerank vs C3,S003,S003-Q033,c96d749e-7c02-5289-ab48-fd03586dd5b1,S003-Q023,12,9,3,0.5834260582923889,0.6189886331558228,0.03556257486343384
M2,C3 Dense Top60 + BGE-M3 Multi-Vector Rerank vs C3,S003,S003-Q033,1b535a84-9ae4-50ee-bbda-1d7ba186183e,S003-Q029,21,12,9,0.54683518409729,0.6115999221801758,0.06476473808288574
M2,C3 Dense Top60 + BGE-M3 Multi-Vector Rerank vs C3,S003,S003-Q035,1b535a84-9ae4-50ee-bbda-1d7ba186183e,S003-Q029,17,19,-2,0.5243327021598816,0.5750514268875122,0.050718724727630615
M2,C3 Dense Top60 + BGE-M3 Multi-Vector Rerank vs C3,S003,S003-Q039,4ed05884-3478-5a91-a63f-3067fd41956d,S003-Q027,2,28,-26,0.6725355982780457,0.635348379611969,-0.03718721866607666
M2,C3 Dense Top60 + BGE-M3 Multi-Vector Rerank vs C3,S003,S003-Q039,c94687e6-820c-5c03-a774-40d03e0f70be,S003-Q032,29,13,16,0.5633748769760132,0.668163001537323,0.10478812456130981
M2,C3 Dense Top60 + BGE-M3 Multi-Vector Rerank vs C3,S003,S003-Q042,82bf5c46-13d0-5fb7-9826-308047a68fc7,S003-Q036,6,10,-4,0.5420230627059937,0.5155439972877502,-0.026479065418243408
M2,C3 Dense Top60 + BGE-M3 Multi-Vector Rerank vs C3,S003,S003-Q044,ae9f0678-a87f-5377-8edd-5fbd8ff4b4fa,S003-Q034,33,26,7,0.4599473774433136,0.5403658747673035,0.08041849732398987
M2,C3 Dense Top60 + BGE-M3 Multi-Vector Rerank vs C3,S003,S003-Q044,bd2dd48b-5c6b-516a-9bdc-e2e5cdb84c9c,S003-Q040,15,9,6,0.5070860385894775,0.5695881843566895,0.06250214576721191
M2,C3 Dense Top60 + BGE-M3 Multi-Vector Rerank vs C3,S003,S003-Q049,2316a391-e779-530b-ac2f-055182347d32,S003-Q043,22,26,-4,0.5056788325309753,0.5394620299339294,0.0337831974029541
M2,C3 Dense Top60 + BGE-M3 Multi-Vector Rerank vs C3,S003,S003-Q052,bd2dd48b-5c6b-516a-9bdc-e2e5cdb84c9c,S003-Q040,10,3,7,0.5986801981925964,0.6742299795150757,0.07554978132247925
M2,C3 Dense Top60 + BGE-M3 Multi-Vector Rerank vs C3,S003,S003-Q052,cc3a667e-ea49-5490-bb5c-5a4d9db97e6f,S003-Q045,15,15,0,0.592033326625824,0.6448917388916016,0.05285841226577759
M2,C3 Dense Top60 + BGE-M3 Multi-Vector Rerank vs C3,S003,S003-Q055,cc3a667e-ea49-5490-bb5c-5a4d9db97e6f,S003-Q045,41,40,1,0.4069212079048157,0.5133234858512878,0.10640227794647217
M2,C3 Dense Top60 + BGE-M3 Multi-Vector Rerank vs C3,S003,S003-Q055,9409734e-8235-5011-8c1a-60ed15ad9024,S003-Q051,11,13,-2,0.4789794087409973,0.5575442314147949,0.07856482267379761
M2,C3 Dense Top60 + BGE-M3 Multi-Vector Rerank vs C3,S003,S003-Q056,59d896c1-0734-53cf-821a-5728dd5fe548,S003-Q050,3,8,-5,0.5221919417381287,0.5558580160140991,0.03366607427597046
M2,C3 Dense Top60 + BGE-M3 Multi-Vector Rerank vs C3,S003,S003-Q063,83b39f0f-a1ea-5e54-98aa-d61af4aee5f9,S003-Q057,19,14,5,0.4438685476779938,0.5424960851669312,0.09862753748893738
